No.,Symbol,Company Name,Sector,Issued Allocation,Remaining Allocation,Entry Price,Entry Time,Exit Price,Exit Time,Profit & Loss,Returns,Freeze Price,ISIN-Exchange-Series,Rationale
357,CHAMBLFERT,CHAMBAL FERTILIZERS LTD-CHAMBLFERT EQ,Fertilizers,10,0,477.9,26-May-26,0,26-May-26,0,0,0,INE085A01013-NSE-EQ,"Stock had consolidated in a range since last five months above its weekly 200 EMA support. Post this consolidation, volumes have increased recently and price have given a breakout above its 200 DEMA hurdle. Thus, the risk reward sems favorable at current levels for a short term upmove."
358,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,5,15,114.22,25-May-26,114.23,26-May-26,0.01,0.01,0,INF0R8F01034-NSE-EQ,FOR ALLOCATION IN STOCKS
347,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,15,0,114.22,25-May-26,0,25-May-26,0,0,0,INF0R8F01034-NSE-EQ,Investing in liquid case until any good opportunities seen
348,TITAGARH,TITAGARH RAIL SYSTEMS LTD-TITAGARH EQ,Capital Goods-Non Electrical Equipment,10,0,808.2,25-May-26,0,25-May-26,0,0,0,INE615H01020-NSE-EQ,"The stock has recently seen an impulsive upmove, which was followed by a retracement of 50%. From this support, prices seems have resumed the uptrend which in Elliott Wave Analysis seems to be a wave 3 upmove."
300,AMBER,AMBER ENTERPRISES (I) LTD-AMBER EQ,CONSUMER DURABLES,0,5,"8,248.00",05-May-26,"7,591.00",22-May-26,-657,-7.97,0,INE371P01015-NSE-EQ,Exit complete positions as stock didnt move as expected
301,HONASA,HONASA CONSUMER LIMITED-HONASA EQ,TRADING,0,5,346,10-Apr-26,392.2,22-May-26,46.2,13.35,0,INE0J5401028-NSE-EQ,Book Profits
267,ENRIN,SIEMENS ENERGY INDIA LTD-ENRIN EQ,Power Generation &amp; Distribution,10,0,"3,364.00",20-May-26,0,20-May-26,0,0,0,INE1NPP01017-NSE-EQ,The stock had recently given a breakout form a bullish cup and handle pattern. The neckline resistance is now acting as a support on declines and the stock seems to be resuming its broader uptrend.
268,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,Finance,10,0,319.35,20-May-26,0,20-May-26,0,0,0,INE522D01027-NSE-EQ,The stock has been forming higher top higher bottom structure and is on verge of breakout from its previous swing high resistance. The 20 DEMA has been acting as a support on declines indicating a sustained uptrend
237,AMBER,AMBER ENTERPRISES (I) LTD-AMBER EQ,CONSUMER DURABLES,5,10,"8,248.00",05-May-26,"7,106.50",18-May-26,"-1,141.50",-13.84,0,INE371P01015-NSE-EQ,EXIT PARTIALLY AS STOCK IS NOT MOVING ON EXPECTED LINES.
238,GMDCLTD,GUJARAT MINERAL DEV CORP-GMDCLTD EQ,MINING &amp; MINERAL PRODUCTS,5,10,687.55,27-Apr-26,629.55,18-May-26,-58,-8.44,0,INE131A01031-NSE-EQ,EXIT PARTIALLY AS STOCK IS NOT MOVING ON EXPECTED LINES.
239,HONASA,HONASA CONSUMER LIMITED-HONASA EQ,TRADING,5,10,346,10-Apr-26,342.2,18-May-26,-3.8,-1.1,0,INE0J5401028-NSE-EQ,EXIT PARTIALLY AS STOCK IS NOT MOVING ON EXPECTED LINES.
189,DATAPATTNS,Data Patterns (India) Limited-DATAPATTNS,AEROSPACE &amp; DEFENCE,0,10,"4,217.30",13-May-26,"3,608.00",15-May-26,-609.3,-14.45,0,INE0IX101010-BSE-EQ,"Stock has seen sharp sell off post its quarterly numbers. The voulmes on price correction are high and hence, recommend to exit."
172,ANGELONE,ANGEL ONE LIMITED-ANGELONE EQ,Stock/ Commodity Brokers,10,0,305.35,14-May-26,0,14-May-26,0,0,0,INE732I01021-NSE-EQ,"The stock has recently given a breakout from a symmetrical triangle pattern. Post an upmove, prices has retraced in last few sessions and has re-tested the breakout zone."
173,BAJFINANCE,BAJAJ FINANCE LIMITED-BAJFINANCE EQ,Finance,10,0,912.8,14-May-26,0,14-May-26,0,0,0,INE296A01032-NSE-EQ,"Post an impulsive upmove, the stock has seen a retracement and has taken support at its 50 percent retracement support. The risk erward ratio is favorable at current levels and we expect an uptrend in the near term."
177,VBL,Varun Beverages Limited-VBL,FMCG,10,0,0,14-May-26,0,14-May-26,0,0,0,INE200M01039-BSE-EQ,"The stock has taken support at its 20 DEMA post the recent pullback move and hence, we expect a resumption of the uptrend in the stock"
174,COFORGE,COFORGE LIMITED-COFORGE,IT - SOFTWARE,0,10,"1,364.50",08-May-26,"1,255.75",14-May-26,-108.75,-7.97,0,INE591G01025-BSE-EQ,IT stocks under pressure. Exit as no follow up move in the stock.
175,RRKABEL,R R KABEL LIMITED-RRKABEL EQ,CABLES,5,10,"1,621.50",29-Apr-26,"1,935.90",14-May-26,314.4,19.39,0,INE777K01022-NSE-EQ,BOOK PROFITS
176,RRKABEL,R R KABEL LIMITED-RRKABEL EQ,CABLES,0,5,"1,621.50",29-Apr-26,"2,044.30",14-May-26,422.8,26.07,0,INE777K01022-NSE-EQ,BOOK PROFITS
170,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD-BALRAMCHIN EQ,Sugar,10,0,557.95,13-May-26,0,13-May-26,0,0,0,INE119A01028-NSE-EQ,Stock has given a breakout and is continuing its higher top higher bottom structure. The volmes have been increasing along with price upmove which is a bullish sign
171,DATAPATTNS,Data Patterns (India) Limited-DATAPATTNS,Aerospace &amp; Defence,10,0,0,13-May-26,0,13-May-26,0,0,0,INE0IX101010-BSE-EQ,The stock has recently given a breakout from its consolidation phase and is hinting at a continuation of the uptrend
133,LUPIN,LUPIN LIMITED-LUPIN EQ,PHARMACEUTICALS,0,10,"2,400.90",06-May-26,"2,297.10",11-May-26,-103.8,-4.32,0,INE326A01037-NSE-EQ,Stock didnt move as expected post breakout resulting in breakout failure in technical terms.
134,NMDC,NMDC LTD.-NMDC EQ,MINING &amp; MINERAL PRODUCTS,0,10,90.9,27-Apr-26,87.72,11-May-26,-3.18,-3.5,0,INE584A01023-NSE-EQ,No follow up move post breakout
132,AZAD,AZAD ENGINEERING LIMITED-AZAD EQ,AEROSPACE &amp; DEFENCE,0,10,"1,748.00",13-Apr-26,"2,291.70",11-May-26,543.7,31.1,0,INE02IJ01035-NSE-EQ,Book Profits
103,COFORGE,COFORGE LIMITED-COFORGE,IT - Software,10,0,0,08-May-26,0,08-May-26,0,0,0,INE591G01025-BSE-EQ,Stock seems to have bottomed ahead of the sector. Prices have formed a higher bottom and have given a breakout from a cup and handle pattern on the daily chart with good volumes. Expect the stock to rally upto its 200 DEMA in the near term.
104,MAHABANK,BANK OF MAHARASHTRA-MAHABANK EQ,BANKS,0,10,80.75,29-Apr-26,83.08,08-May-26,2.33,2.89,0,INE457A01014-NSE-EQ,Book Profits. Sector not in momentum.
86,DMART,AVENUE SUPERMARTS LIMITED-DMART EQ,RETAIL,0,10,"4,468.00",15-Apr-26,"4,371.80",07-May-26,-96.2,-2.15,0,INE192R01011-NSE-EQ,"Post results, the stock has not shown any positive momentum. It resisted around Rs. 4650 which was the crucial hurdle and has not surpassed the same. Hence, it is advisable to exit from the stock to invest in some better opportunity."
73,LUPIN,LUPIN LIMITED-LUPIN EQ,Pharmaceuticals,10,0,"2,414.60",06-May-26,0,06-May-26,0,0,0,INE326A01037-NSE-EQ,Nifty Pharma Index has given a breakout from its long consolidation phase. Lupin has been a relative outperformer during the corrective phase. Prices have been forming support around its 50 DEMA during the recent consolidation and has resumed its uptrend.
74,SRF,SRF LTD-SRF EQ,Chemicals,10,0,"2,681.00",06-May-26,0,06-May-26,0,0,0,INE647A01010-NSE-EQ,"The stock has recently gone through a corrective phase. It has formed a Doji candlestick pattern at its monthly 50 EMA and has shown signs of reversal now. Thus, the risk reward ratio seems favorable at current levels to add to portfolio from a positional perspective."
62,AMBER,AMBER ENTERPRISES (I) LTD-AMBER EQ,Consumer Durables,10,0,"8,266.00",05-May-26,0,05-May-26,0,0,0,INE371P01015-NSE-EQ,Stock has given breakout from a Symmetrical Triangle pattern and is hinting at a continuation of the uptrend.
50,HSCL,HIMADRI SPECIALITY CHEM L-HSCL EQ,CHEMICALS,0,10,506,21-Apr-26,641.45,04-May-26,135.45,26.77,0,INE019C01026-NSE-EQ,Book Profits
407,TATAPOWER,TATA POWER CO LTD-TATAPOWER EQ,POWER GENERATION &amp; DISTRIBUTION,0,10,440.8,27-Apr-26,441.4,30-Apr-26,0.6,0.14,0,INE245A01021-NSE-EQ,Stock has formed a bearish engulfing pattern on daily chart
406,PARAS,PARAS DEF AND SPCE TECH L-PARAS EQ,AEROSPACE &amp; DEFENCE,0,10,831.3,23-Apr-26,782.8,30-Apr-26,-48.5,-5.83,0,INE045601023-NSE-EQ,No follow up move post breakout
395,MAHABANK,BANK OF MAHARASHTRA-MAHABANK EQ,Banks,10,0,80.88,29-Apr-26,0,29-Apr-26,0,0,0,INE457A01014-NSE-EQ,The stock has been forming higher top higher bottom structure and is thus is an uptrend. Prices have formed a bullish flag pattern which is sign of continuation of uptrend.
396,RRKABEL,R R KABEL LIMITED-RRKABEL EQ,Cables,10,0,0,29-Apr-26,0,29-Apr-26,0,0,0,INE777K01022-NSE-EQ,"Stock has given breakout from 18 months of consolidation phase with rising volumes. The RSI oscillator is hinting at a positive momentum and hence, we expect an outperformance in the stock in the short term."
388,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD-BALRAMCHIN EQ,SUGAR,0,10,510.8,20-Apr-26,509.75,28-Apr-26,-1.05,-0.21,0,INE119A01028-NSE-EQ,Exit as no follow up move post breakout
389,PTC,PTC INDIA LIMITED-PTC EQ,POWER GENERATION &amp; DISTRIBUTION,0,10,183.64,16-Apr-26,201.51,28-Apr-26,17.87,9.73,0,INE877F01012-NSE-EQ,Book Profits
367,GMDCLTD,GUJARAT MINERAL DEV CORP-GMDCLTD EQ,Mining &amp; Mineral products,10,0,686.55,27-Apr-26,0,27-Apr-26,0,0,0,INE131A01031-NSE-EQ,The stock has recently given a breakout from its six months consolidation with very high volumes. This indicated a resumption of the broader uptrend in the stock.
368,NMDC,NMDC LTD.-NMDC EQ,Mining &amp; Mineral products,10,0,90.84,27-Apr-26,0,27-Apr-26,0,0,0,INE584A01023-NSE-EQ,The stock has given a breakout from its previous swing high resistance with increasing volumes in last few days. Prices are trading above all its key averages and the RSI oscillator is hinting at a positive momentum
369,TATAPOWER,TATA POWER CO LTD-TATAPOWER EQ,Power Generation &amp; Distribution,10,0,444.35,27-Apr-26,0,27-Apr-26,0,0,0,INE245A01021-NSE-EQ,The Power sector stocks have been outperforming since last few weeks and this stock has recently given a breakout from its consolidation phase. The follow up move is also positive and the momentum oscillator is also positively placed.
321,SIEMENS,SIEMENS LTD-SIEMENS EQ,CAPITAL GOODS - ELECTRICAL EQUIPMENT,0,10,"3,502.70",15-Apr-26,"3,823.60",24-Apr-26,320.9,9.16,0,INE003A01024-NSE-EQ,Book profits
322,SONACOMS,SONA BLW PRECISION FRGS L-SONACOMS EQ,AUTO ANCILLARIES,0,10,567.3,13-Apr-26,567,24-Apr-26,-0.3,-0.05,0,INE073K01018-NSE-EQ,Exit
320,NAM-INDIA,NIPPON L I A M LTD-NAM-INDIA EQ,FINANCE,0,10,915,08-Apr-26,"1,016.60",24-Apr-26,101.6,11.1,0,INE298J01013-NSE-EQ,Book Profits
303,PARAS,PARAS DEF AND SPCE TECH L-PARAS EQ,Aerospace &amp; Defence,10,0,0,23-Apr-26,0,23-Apr-26,0,0,0,INE045601023-NSE-EQ,The stock has given a breakout from its consolidation phase with improving volumes. The defence sector stocks are witnessing positive momentum and the RSI oscillator on the charts are hinting at a positive momentum
302,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,0,10,113.63,16-Apr-26,113.74,23-Apr-26,0.11,0.1,0,INF0R8F01034-NSE-EQ,To invest in stock
277,HSCL,HIMADRI SPECIALITY CHEM L-HSCL EQ,Chemicals,10,0,507.15,21-Apr-26,0,21-Apr-26,0,0,0,INE019C01026-NSE-EQ,The stock has given a breakout from a falling trendline resistance. The stock has been in a consolidation phase since last one year and this breakout should lead to an upmove in the short term.
255,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD-BALRAMCHIN EQ,Sugar,10,0,511.6,20-Apr-26,0,20-Apr-26,0,0,0,INE119A01028-NSE-EQ,"The stock has seen a good price volume action with price upmove supported by good volumes recently.  Post consolidating in a range above its 50 DEMA support, the stock is showing a positive momentum hinting at a possible uptrend in the near term. Hence, its is advisable to buy the stock with a stoploss placed below its recent swing low."
254,ABB,ABB INDIA LIMITED-ABB,CAPITAL GOODS - ELECTRICAL EQUIPMENT,0,10,"6,485.00",08-Apr-26,"7,278.70",20-Apr-26,793.7,12.24,0,INE117A01022-BSE-EQ,Book Profits
256,BHARATFORG,BHARAT FORGE LTD-BHARATFORG EQ,"CASTINGS, FORGINGS &amp; FASTNERS",0,10,"1,769.40",08-Apr-26,"1,863.10",20-Apr-26,93.7,5.3,0,INE465A01025-NSE-EQ,Book Profits
191,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,10,0,113.64,16-Apr-26,0,16-Apr-26,0,0,0,INF0R8F01034-NSE-EQ,Investing in liquidcase
192,PTC,PTC INDIA LIMITED-PTC EQ,Power Generation &amp; Distribution,10,0,0,16-Apr-26,0,16-Apr-26,0,0,0,INE877F01012-NSE-EQ,The stock has consolidated in a range in last seen months and had formed a Symmetrical Triangle pattern on the weekly charts. Prices are on verge of breakout from this pattern and the RSI oscillator is hinting at a positive momentum.
193,RBLBANK,RBL BANK LIMITED-RBLBANK EQ,BANKS,0,10,302.7,01-Apr-26,319.95,16-Apr-26,17.25,5.7,0,INE976G01028-NSE-EQ,Book Profits
190,GPIL,GODAWARI POW &amp; ISP LTD-GPIL EQ,STEEL,0,10,277.4,25-Mar-26,307.8,16-Apr-26,30.4,10.96,0,INE177H01039-NSE-EQ,Book Profits
179,DMART,AVENUE SUPERMARTS LIMITED-DMART EQ,Retail,10,0,"4,461.80",15-Apr-26,0,15-Apr-26,0,0,0,INE192R01011-NSE-EQ,"The stock has recently given a breakout above its 200 DEMA with good volumes. After an upmove, prices are consolidating in a range since last one week and is forming a bullish flag pattern. This indicates possibility of a continuation of uptrend."
180,SIEMENS,SIEMENS LTD-SIEMENS EQ,Capital Goods - Electrical Equipment,10,0,"3,513.60",15-Apr-26,0,15-Apr-26,0,0,0,INE003A01024-NSE-EQ,The stock has given a breakout from its ten months consolidation with high volumes. The RSI oscillator is hinting at a positive momentum and hence we expect as trended upmove in the stock in the near term
181,VEDL,VEDANTA LIMITED-VEDL EQ,MINING &amp; MINERAL PRODUCTS,0,10,686.55,01-Apr-26,760.45,15-Apr-26,73.9,10.76,0,INE205A01025-NSE-EQ,Book Profits
178,ATHERENERG,Ather Energy Limited-ATHERENERG,AUTOMOBILE,0,5,777.2,25-Mar-26,897.05,15-Apr-26,119.85,15.42,0,INE0LEZ01016-BSE-EQ,Book Profits
149,AZAD,AZAD ENGINEERING LIMITED-AZAD EQ,Aerospace &amp; Defence,10,0,0,13-Apr-26,0,13-Apr-26,0,0,0,INE02IJ01035-NSE-EQ,"The stock has consolidated in a range since last few months and has formed a Symmetrical Triangle pattern on the weekly charts. Prices are on verge of breakout from the pattern and considering the momentum, we expect an outperformance in the stock in next few weeks."
150,SONACOMS,SONA BLW PRECISION FRGS L-SONACOMS EQ,Auto Ancillaries,10,0,567,13-Apr-26,0,13-Apr-26,0,0,0,INE073K01018-NSE-EQ,The stock has given a breakout from a consolidation phase on the weekly charts with rising volumes. The RSI oscillator on the daily as well as weekly charts are hinting at a positive momentum and hence we expect a short term uptrend in the stock.
115,HONASA,HONASA CONSUMER LIMITED-HONASA EQ,Trading,10,0,0,10-Apr-26,0,10-Apr-26,0,0,0,INE0J5401028-NSE-EQ,The stock has given a breakout from a consolidation phase with good volumes. Prices have surpassed the weekly 200 EMA resistance and the RSI oscillator is also hinting at a positive momentum.
114,GLENMARK,GLENMARK PHARMACEUTICALS-GLENMARK EQ,PHARMACEUTICALS,0,10,"2,170.20",25-Mar-26,"2,163.00",10-Apr-26,-7.2,-0.33,0,INE935A01035-NSE-EQ,Not moving along with markets uptrend
116,TATAPOWER,TATA POWER CO LTD-TATAPOWER EQ,POWER GENERATION &amp; DISTRIBUTION,0,9.67,402.15,12-Mar-26,396.25,10-Apr-26,-5.9,-1.47,0,INE245A01021-NSE-EQ,Not moving along with markets uptrend
87,ABB,ABB INDIA LIMITED-ABB,Capital Goods - Electrical Equipment,10,0,0,08-Apr-26,0,08-Apr-26,0,0,0,INE117A01022-BSE-EQ,The prices have resumed its uptrend with a continuation of the upmove from its 50 DEMA support. The RSI oscillator has given a positive crossover hinting at a bullish momentum.
88,BHARATFORG,BHARAT FORGE LTD-BHARATFORG EQ,"Castings, Forgings &amp; Fastners",10,0,"1,768.70",08-Apr-26,0,08-Apr-26,0,0,0,INE465A01025-NSE-EQ,The stock has been forming higher top higher bottom structure and is this in a broader uptrend. The weekly 20 EMA has been acting as a support on declines and thus the recent correction seems a good buying opportunity
91,NAM-INDIA,NIPPON L I A M LTD-NAM-INDIA EQ,Finance,10,0,907,08-Apr-26,0,08-Apr-26,0,0,0,INE298J01013-NSE-EQ,The stock has seen a time wise correction in last few months and has formed a support base around Rs. 800. The positional charts indicate possibility of a resumption of the uptrend.
89,HCLTECH,HCL TECHNOLOGIES LTD-HCLTECH EQ,IT - SOFTWARE,0,10,"1,396.70",25-Mar-26,"1,451.60",08-Apr-26,54.9,3.93,0,INE860A01027-NSE-EQ,Nifty IT index has seen a pullback move and is now near its 50 DEMA resistance. Advisable to book profits and review again post quarterly results.
90,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,0,20,113.28,23-Mar-26,113.5,08-Apr-26,0.22,0.19,0,INF0R8F01034-NSE-EQ,TO INVEST IN STOCKS WITH BULLISH SET UPS.
77,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,20,35.33,113.28,23-Mar-26,113.51,07-Apr-26,0.23,0.2,0,INF0R8F01034-NSE-EQ,TO INVEST IN STOCKS WITH BULLISH SET UPS.
13,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,35.33,30,113.28,23-Mar-26,113.49,02-Apr-26,0.21,0.19,0,INF0R8F01034-NSE-EQ,TO INVEST IN STOCKS WITH BULLISH SET UPS.
2,RBLBANK,RBL BANK LIMITED-RBLBANK EQ,Banks,10,0,302.6,01-Apr-26,0,01-Apr-26,0,0,0,INE976G01028-NSE-EQ,"The stock has a strong support in the range of Rsl 290-285 and in recent correction, prices have taken support in this range. The RSI oscillator in hinting at a positive momentum and the risk reward ratio seems favorable at current levels."
3,VEDL,VEDANTA LIMITED-VEDL EQ,Mining &amp; Mineral products,10,0,687.4,01-Apr-26,0,01-Apr-26,0,0,0,INE205A01025-NSE-EQ,The stock has seen a consolidation in last couple of months and has formed a support base around Rs. 620. It formed a doji candle at its weekly 20 EMA support and has moved above the high of doji hinting at a positive trend.
1,GPIL,GODAWARI POW &amp; ISP LTD-GPIL EQ,STEEL,10,5,277.4,25-Mar-26,283.3,01-Apr-26,5.9,2.13,0,INE177H01039-NSE-EQ,"THE STOCK HAS CONSOLIDATED IN A RANGE IN LAST COUPLE OF MONTHS AND HAVE FORMED A SYMMETRICAL TRIANGLE PATTERN. THE 300 DEMA HAS ACTED AS A SUPPORT BASE IN THIS CONSOLIDATION AND PRICES ARE NOW GIVING BREAKOUT FROM THIS CONSOLIDATION. CONSIDERING ITS RELATIVE OUTPERFORMANCE IN THE CORRECTIVE PHASE AND BREAKOUT NOW, WE EXPECT THE STOCK TO RESUME ITS BROADER UPTREND."
341,ATHERENERG,Ather Energy Limited-ATHERENERG,Automobile,5,0,0,25-Mar-26,0,25-Mar-26,0,0,0,INE0LEZ01016-BSE-EQ,The stock has recently given a breakout from a consolidation phase and has outperformed the borader markets in the recent corrective phase. The overall trend remains positive with stock trading above all its key averages and RSI pointing at a positive momentum.
342,GLENMARK,GLENMARK PHARMACEUTICALS-GLENMARK EQ,Pharmaceuticals,10,0,"2,165.00",25-Mar-26,0,25-Mar-26,0,0,0,INE935A01035-NSE-EQ,"The stock had recently given a breakout from an inverted head and shoulders pattern which is a bullish pattern. Prices had retraced from the recent high of Rs 2300 in last few days, but have managed to form a support at its 50 DEMA and is resuming its uptrend from there. Given the positive trend and a pullback towards the support, the rish reward seems favorable at current levels"
343,GPIL,GODAWARI POW &amp; ISP LTD-GPIL EQ,Steel,5,0,276.85,25-Mar-26,0,25-Mar-26,0,0,0,INE177H01039-NSE-EQ,"The stock has consolidated in a range in last couple of months and have formed a Symmetrical triangle pattern. The 300 DEMA has acted as a support base in this consolidation and prices are now giving breakout from this consolidation. Considering its relative outperformance in the corrective phase and breakout now, we expect the stock to resume its broader uptrend."
344,HCLTECH,HCL TECHNOLOGIES LTD-HCLTECH EQ,IT - Software,10,0,"1,397.00",25-Mar-26,0,25-Mar-26,0,0,0,INE860A01027-NSE-EQ,"The IT stocks are showing signs of pullback as the momentum readings are oversold. HCL Tech has taken support at its monthly 50 EMA and momentum readings are hinting at a positive momentum. In anticipation of a short term pullback towards the 50 and 200 DEMA, the risk rewards seems favorable at current levels."
345,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,30,60,113.28,23-Mar-26,113.31,25-Mar-26,0.03,0.03,0,INF0R8F01034-NSE-EQ,TO INVEST IN STOCKS WITH BULLISH SET UPS.
346,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,60,90.33,113.28,23-Mar-26,113.31,25-Mar-26,0.03,0.03,0,INF0R8F01034-NSE-EQ,TO INVEST IN STOCKS WITH BULLISH SET UPS
318,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,90.33,0,113.28,23-Mar-26,0,23-Mar-26,0,0,0,INF0R8F01034-NSE-EQ,Market in downtrend. Thus parking finds in liquidcase untill any opportunities seen
317,ABB,ABB INDIA LIMITED-ABB EQ,CAPITAL GOODS - ELECTRICAL EQUIPMENT,0,10,"6,285.00",17-Mar-26,"6,020.50",23-Mar-26,-264.5,-4.21,0,INE117A01022-NSE-EQ,"Stock had recently given a breakout from its previous swing high, however the prices have retraced back along with the broader market correction thus resulting in breakout failure."
221,ABB,ABB INDIA LIMITED-ABB EQ,Capital Goods - Electrical Equipment,10,0,"6,285.00",17-Mar-26,0,17-Mar-26,0,0,0,INE117A01022-NSE-EQ,The stock has been forming a higher top higher bottom structure indicating an uptrend. The recent upmove has been supported by good volumes and the stock has shown a good relative outperformance in the recent markets corrective phase. The stock is trading above all its key moving averages and the RSI oscillator is hinting at a positive momentum.
209,BEL,BHARAT ELECTRONICS LTD-BEL EQ,AEROSPACE &amp; DEFENCE,0,9.46,460.15,05-Mar-26,424.25,16-Mar-26,-35.9,-7.8,0,INE263A01024-NSE-EQ,Stock has breached its 50 DEMA support. Exit as per our risk management strategy.
210,SOLARINDS,SOLAR INDUSTRIES (I) LTD-SOLARINDS EQ,AEROSPACE &amp; DEFENCE,0,6.01,"14,407.00",04-Mar-26,"13,929.00",16-Mar-26,-478,-3.32,0,INE343H01029-NSE-EQ,"Nifty India Defence Index has breached its support. Solar Ind too has breached the breakout level, so exit as per our risk management."
169,TATAPOWER,TATA POWER CO LTD-TATAPOWER EQ,POWER GENERATION &amp; DISTRIBUTION,9.67,10,402.15,12-Mar-26,394.95,13-Mar-26,-7.2,-1.79,0,INE245A01021-NSE-EQ,"TH STOCK HAS GIVEN A BREAKOUT ABOVE ITS 200 DEMA HURDLE WUTH HIGH VOLUMES. THE STOCK HAS BEEN CONSOLIDATION IN A RANGE SINCE LAST FEW MONTHS AND BREAKOUT WITH VOLUMES HINTS AT A START OF A DIRECTIONAL UPTREND. THE RSI OSCILLATOR IS ALSO HINTING AT A POSITIVE MOMENTUM AND THIS PRICE, VOLUME, MOMENTUM ALL ARE POSITIVELY PLACED."
167,BEL,BHARAT ELECTRONICS LTD-BEL EQ,AEROSPACE &amp; DEFENCE,9.46,10,460.15,05-Mar-26,439.4,13-Mar-26,-20.75,-4.51,0,INE263A01024-NSE-EQ,STOCK HAS BEEN AN OUTPERFORMER WITHIN THE DEFENSE SPACE AND PRICE VOLUME ACTION IS HINTING AT AN UPTREND POST THE RECENT CONSOLIDATION. THE 20 AND 50 DEMA RANGE HAS BEEN ACTING AS A SUPPPORT AND WE EXPECT THE DEFENSE SECTOR STOCKS TO OUTPERFORM THE BROADER MARKETS IN THE NEAR TERM.
168,SOLARINDS,SOLAR INDUSTRIES (I) LTD-SOLARINDS EQ,AEROSPACE &amp; DEFENCE,6.01,10,"14,407.00",04-Mar-26,"14,251.00",13-Mar-26,-156,-1.08,0,INE343H01029-NSE-EQ,THE STOCK HAS GIVEN BREAKOUT FROM A FALLING TRENDLINE RESISTANCE WITH HIGH VOLUMES. THE 50 EMA ON THE WEEKLY CHARTS IS THE IMMEDIATE SUPPORT ZONE AND THE RSI OSCILLATOR IS HINTING AT A POSITIVE MOMENTUM.
147,TATAPOWER,TATA POWER CO LTD-TATAPOWER EQ,Power Generation &amp; Distribution,10,0,402.75,12-Mar-26,0,12-Mar-26,0,0,0,INE245A01021-NSE-EQ,"Th stock has given a breakout above its 200 DEMA hurdle wuth high volumes. The stock has been consolidation in a range since last few months and breakout with volumes hints at a start of a directional uptrend. The RSI oscillator is also hinting at a positive momentum and this price, volume, momentum all are positively placed."
131,MAZDOCK,MAZAGON DOCK SHIPBUIL LTD-MAZDOCK EQ,AEROSPACE &amp; DEFENCE,0,10,"2,274.00",05-Mar-26,"2,471.80",11-Mar-26,197.8,8.7,0,INE249Z01020-NSE-EQ,Book Profits
130,J&amp;KBANK,J &amp; K BANK LTD.-J&amp;KBANK EQ,BANKS,0,10.86,120.6,27-Feb-26,124.58,11-Mar-26,3.98,3.3,0,INE168A01041-NSE-EQ,Book Profits
129,ASTRAL,ASTRAL LIMITED-ASTRAL,PLASTIC PRODUCTS,0,10.08,"1,615.05",16-Feb-26,"1,711.10",11-Mar-26,96.05,5.95,0,INE006I01046-BSE-EQ,Book Profits
123,MAZDOCK,MAZAGON DOCK SHIPBUIL LTD-MAZDOCK EQ,AEROSPACE &amp; DEFENCE,10,9.74,"2,274.00",05-Mar-26,"2,482.10",10-Mar-26,208.1,9.15,0,INE249Z01020-NSE-EQ,THE STOCK HAS RECENTLY SEEN A CORRECTION IN LAST FEW MONTHS AND IS SHOWING SIGNS OF TREND REVERSAL. THE VOLUMES ALONG WITH PRICE UPMOVE HAS INCREASED SIGNIFICANTLY HINTING AT A BUYING INTEREST NEAR SUPPORT. THE RISH REWARD RATIO SEEMS FAVORABLE AT CURRENT LEVELS.
122,J&amp;KBANK,J &amp; K BANK LTD.-J&amp;KBANK EQ,BANKS,10.86,10.6,120.6,27-Feb-26,120.85,10-Mar-26,0.25,0.21,0,INE168A01041-NSE-EQ,THE STOCK HAS GIVEN BREAKOUT FROM 18 MONTHS OF CONSOLIDATION PHASE WITH HIGH COLUMES IN LAST ONE WEEK. THE RSI OSCILLATOR ON THE WEEKLY CHART IS HINTING AT POSITIVE MOMENTUM AND HENCE WE EXPECT POSITIVE TREND IN THE SHORT TERM.
